world	regime	comparison	direction	left	right	t	truth	rank	matchedL	cold_log2	candidate_log2	left_live	right_live	left_minus_right_bits	w_before	w_after	hazard	left_odds_before	left_odds_after	left_cap_after	left_clipped	right_odds_before	right_odds_after	right_cap_after	right_clipped
222	switched	witnessed_vs_witness	help	h10l5	witness	8246	135	2	3	-0.35881602307954896	-5.041200290256342	-1.2728990718970472	-2.721432516576849	1.4485334446798017	-2.152599423454515	-6.767714958648355	2^-10	-0.067312763448663	-4.751158968812076	5.0	0	2.373152371387964	-2.310925705086195		0
222	switched	witnessed_vs_witness	harm	h10l5	witness	8245	75	1	2	-4.558163542513954	-1.4235863066098737	-3.7391894571917623	-2.5952592213291115	-1.1439302358626509	-5.457730745144357	-2.152599423454515	2^-10	-3.1991338297124368	-0.067312763448663	5.0	0	-0.7526905752863733	2.373152371387964		0
222	moved_mid	tight_vs_loose	help	h5l5	h16l5	15082	244	4	3	-5.613339841753973	-12.309512158346323	-5.920816074107114	-11.269119434666102	5.3483033605589885	4.009095013395523	-2.8123615223654364	2^-16	-2.056430341847126	-8.752624723425328	5.0	0	6.587583021600034	-0.10863172645537204	5.0	0
222	moved_mid	tight_vs_loose	harm	h5l5	h16l5	11955	178	1	2	-6.355417847742325	-1.2823229565640317	-4.226453124626538	-1.3371487897367853	-2.8893043348897525	-1.7685811069241413	3.3597819438455314	2^-10	-3.1178139256688757	1.9484181911199407	5.0	0	4.6450488032623936	8.850789986526875	16.0	0
222	moved_mid	witnessed_vs_fixed	help	h10l5	h5l5	11955	178	1	2	-6.355417847742325	-1.2823229565640317	-1.6293554847057894	-4.226453124626538	2.597097639920748	-1.7685811069241413	3.3597819438455314	2^-10	1.8230627551354948	6.735998831915506	10.0	0	-3.1178139256688757	1.9484181911199407	5.0	0
222	moved_mid	witnessed_vs_fixed	harm	h10l5	h5l5	13318	174	4	2	-7.936130472866464	-14.132130896777575	-12.991288833538933	-9.434040762685607	-3.5572480708533263	9.86773625149468	3.36336906972436	2^-16	5.882792224290594	-0.3132479312487998	10.0	0	0.9240468256256976	-5.271976181974833	5.0	0
222	moved_mid	witnessed_vs_witness	help	h10l5	witness	15082	244	4	3	-5.613339841753973	-12.309512158346323	-8.627107799069726	-11.269119434666102	2.6420116355963756	4.009095013395523	-2.8123615223654364	2^-16	2.9400694391754194	-3.7561265206404566	5.0	0	6.587583021600034	-0.10863172645537204		0
222	moved_mid	witnessed_vs_witness	harm	h10l5	witness	13334	13	2	2	-3.6197053845954144	-1.1678620785117553	-2.559381988797095	-1.3415975755144973	-1.2177844132825977	1.9849842320429003	4.374796780875219	2^-16	-1.6412492082088381	0.8105334737379224	10.0	0	2.632968186429827	5.084042577696341		0
223	switched	tight_vs_loose	help	h5l5	h16l5	8413	181	2	2	-2.067752741743803	-5.435545238488526	-3.0985727708443984	-5.278596576099124	2.180023805254726	0.7942627161987996	-2.598350490427136	2^-16	0.3791867905898648	-2.9886304936408092	5.0	0	6.324117748889818	2.956132389579632	5.0	0
223	switched	tight_vs_loose	harm	h5l5	h16l5	8451	244	2	2	-5.102959122841172	-1.7765036796113398	-4.952426842720129	-2.844414622172402	-2.108012220547727	-1.7635005584234569	1.6180642772571088	2^-10	-6.341979511708213	-3.0171078535796494	5.0	0	-0.4709872276649231	2.843897891624049	16.0	0
