world	regime	comparison	direction	left	right	t	truth	rank	matchedL	cold_log2	candidate_log2	left_live	right_live	left_minus_right_bits	w_before	w_after	hazard	left_odds_before	left_odds_after	left_cap_after	left_clipped	right_odds_before	right_odds_after	right_cap_after	right_clipped
223	switched	witnessed_vs_fixed	help	h10l5	h5l5	8465	90	3	2	-5.898680861859457	-2.0375435053949538	-2.2066447815497297	-3.8398245965259026	1.633179814976173	2.4970928988181913	6.280196102194626	2^-16	2.8912507787903845	6.7499946984817	10.0	0	-1.7107602191939606	2.150257397819166	5.0	0
223	switched	witnessed_vs_fixed	harm	h10l5	h5l5	8413	181	2	2	-2.067752741743803	-5.435545238488526	-5.079939262279221	-3.0985727708443984	-1.9813664914348226	0.7942627161987996	-2.598350490427136	2^-16	5.015841553276204	1.6479580509512588	5.0	0	0.3791867905898648	-2.9886304936408092	5.0	0
223	switched	witnessed_vs_witness	help	h10l5	witness	8447	244	2	2	-0.8333690190574783	-4.794360325399187	-1.9351104403330803	-2.9444788335963414	1.009368393263261	0.07043038268745123	-3.89276187311324	2^-16	0.4106999788775558	-3.550315220512498	5.0	0	2.200046485943179	-1.7609733296039813		0
223	switched	witnessed_vs_witness	harm	h10l5	witness	8451	244	2	2	-5.102959122841172	-1.7765036796113398	-3.477004308633038	-2.618161419970422	-0.858842888662616	-1.7635005584234569	1.6180642772571088	2^-10	-1.7349079904959706	1.585898136826662	10.0	0	0.05230082217783545	3.362765770357749		0
223	moved_mid	tight_vs_loose	help	h5l5	h16l5	8785	177	4	1	-6.087401189708832	-15.838484739977048	-7.652002103201982	-14.914216399949357	7.262214296747375	6.575844906231644	-3.380733797356311	2^-16	0.9743095432838984	-8.77679607112218	5.0	0	9.903562923580111	0.152432891741042	5.0	0
223	moved_mid	tight_vs_loose	harm	h5l5	h16l5	11112	105	3	2	-7.079944234155908	-2.736353237433507	-6.709864674162792	-2.9925435488011245	-3.7173211253616674	-0.9567025521108644	3.4167853993650015	2^-16	-6.022564146514677	-1.6790020387330655	5.0	0	2.2760215981124285	6.617427509046864	16.0	0
223	moved_mid	witnessed_vs_fixed	help	h10l5	h5l5	11112	105	3	2	-7.079944234155908	-2.736353237433507	-4.214444560648943	-6.709864674162792	2.495420113513849	-0.9567025521108644	3.4167853993650015	2^-16	-1.0494953930950996	3.293857674242486	10.0	0	-6.022564146514677	-1.6790020387330655	5.0	0
223	moved_mid	witnessed_vs_fixed	harm	h10l5	h5l5	13893	54	4	1	-3.2612527621748217	-15.730374366796871	-12.94873180306212	-8.29472883782822	-4.6540029652339	7.73965517199348	-4.971330656753366	2^-16	9.912451045334446	-2.556696314853484	5.0	0	4.997096992971011	-7.472046749589557	5.0	0
223	moved_mid	witnessed_vs_witness	help	h10l5	witness	14652	249	4	2	-3.8192298488017937	-13.810771246469209	-9.323098839683132	-12.361785945076104	3.038687105392972	3.9352758515140267	-6.179242916513202	2^-16	5.5375025294383216	-4.454061886549651	5.0	0	9.196761966251277	-0.7948141347389176		0
223	moved_mid	witnessed_vs_witness	harm	h10l5	witness	13536	77	2	2	-5.695175485444382	-2.358563219012356	-5.25452492626922	-3.747787457335719	-1.5067374689335016	-0.808315855355318	2.553556281556562	2^-16	-4.61360322095662	-1.277022052545777	10.0	0	-1.1284497378698821	2.2080387955276537		0
