world	regime	mode	high	low	early4096_bits	whole16384_bits	tail8192_bits	admission_next_t	max_odds_before	max_odds_after	odds_at_move	clips	low_clips	high_clips	slow_count	fast_count	minimum_prefix_bits	maximum_drawdown_bits
222	recombined	h12l5	12	5	773.3096844739574	3481.600347505376	1770.7758522299273	70	12.0	12.0	11.319752702045133	3248	9	3239	15940	374	0.0	11.405443638994711
222	recombined	h16l2	16	2	771.379369313201	3475.4978730752564	1767.0376809333757	70	15.916637564222134	15.916637564222134	12.381799933743448	48	48	0	15940	374	0.0	11.929236041251215
222	recombined	h16l3	16	3	772.5418556605629	3479.2712991838616	1769.2901434611313	70	15.916637564222134	15.916637564222134	12.381799933743448	42	42	0	15940	374	0.0	12.203100157272047
222	recombined	h16l4	16	4	773.120396759428	3481.128534655574	1770.4319952212395	70	15.916637564222134	15.916637564222134	12.381799933743448	37	37	0	15940	374	0.0	12.203111077566064
222	recombined	h16l5	16	5	773.3718070342801	3481.896616604291	1770.903750989748	70	15.916637564222134	15.916637564222134	12.381799933743448	19	19	0	15940	374	0.0	12.203116537744563
222	switched	slow			773.7335131196934	1700.8427317908606	-10.531863520928272	70	15.916342260966	15.916342260966	12.381799933743448	0	0	0	16314	0	0.0	12.470746125256483
222	switched	fast			768.197690444296	1695.5634889982239	-4.558470794404591	70	9.914722327972282	9.914722327972282	6.367572908980758	0	0	0	0	16314	0.0	7.216682482146268
222	switched	witness			773.4546143019044	1700.6734305740817	-10.40422768792251	70	15.916342260966	15.916342260966	12.381799933743448	0	0	0	7972	8342	0.0	12.343110292253641
222	switched	h5l2	5	2	759.009945277005	1674.1748618669571	-3.146160191055311	70	5.0	5.0	4.999273717041489	2122	0	2122	7972	8342	0.0	5.0430154035439045
222	switched	h5l3	5	3	759.009945277005	1674.1748618669571	-3.146160191055311	70	5.0	5.0	4.999273717041489	2122	0	2122	7972	8342	0.0	5.0430154035439045
222	switched	h5l4	5	4	759.009945277005	1674.1748618669571	-3.146160191055311	70	5.0	5.0	4.999273717041489	2122	0	2122	7972	8342	0.0	5.0430154035439045
222	switched	h5l5	5	5	759.009945277005	1674.1748618669571	-3.146160191055311	70	5.0	5.0	4.999273717041489	2122	2122	0	7972	8342	0.0	5.0430154035439045
222	switched	h6l2	6	2	766.1856417620628	1689.9614848335839	-4.101882796547459	70	6.0	6.0	5.998569791659928	2119	0	2119	7972	8342	0.0	6.019611697713799
222	switched	h6l3	6	3	766.1856417620628	1689.9614848335839	-4.101882796547459	70	6.0	6.0	5.998569791659928	2119	0	2119	7972	8342	0.0	6.019611697713799
222	switched	h6l4	6	4	766.1856417620628	1689.9614848335839	-4.101882796547459	70	6.0	6.0	5.998569791659928	2119	0	2119	7972	8342	0.0	6.019611697713799
222	switched	h6l5	6	5	766.1856417620628	1689.9614848335839	-4.101882796547459	70	6.0	6.0	5.998569791659928	2119	0	2119	7972	8342	0.0	6.019611697713799
222	switched	h8l2	8	2	771.230402280259	1700.3726565926088	-6.060932354950523	70	8.0	8.0	7.982516309804233	2098	8	2090	7972	8342	0.0	7.9946315394038265
222	switched	h8l3	8	3	771.6117050187648	1700.7539593311146	-6.060932354950523	70	8.0	8.0	7.982516309804233	2094	2	2092	7972	8342	0.0	7.9946315394038265
222	switched	h8l4	8	4	771.6580121694075	1700.8002664817575	-6.060932354950523	70	8.0	8.0	7.982516309804233	2096	0	2096	7972	8342	0.0	7.9946315394038265
222	switched	h8l5	8	5	771.6580121694075	1700.8002664817575	-6.060932354950523	70	8.0	8.0	7.982516309804233	2096	0	2096	7972	8342	0.0	7.9946315394038265
222	switched	h10l2	10	2	771.7240036147971	1700.9083111787127	-7.739773650522821	70	10.0	10.0	9.823374826939235	2027	17	2010	7972	8342	0.0	9.677485081400164
222	switched	h10l3	10	3	772.5568544877358	1701.5915734380847	-8.019786283023171	70	10.0	10.0	9.823374826939235	2029	12	2017	7972	8342	0.0	9.957497713900011
222	switched	h10l4	10	4	772.9323737740963	1701.9670927244451	-8.019786283023171	70	10.0	10.0	9.823374826939235	2028	6	2022	7972	8342	0.0	9.957497713900011
222	switched	h10l5	10	5	773.0268506804307	1702.0615696307796	-8.019786283023171	70	10.0	10.0	9.823374826939235	2024	2	2022	7972	8342	0.0	9.957497713900011
222	switched	h12l2	12	2	771.6060403429452	1700.877614832117	-7.910129939979271	70	12.0	12.0	11.319752702045133	1593	19	1574	7972	8342	0.0	10.928600642324
222	switched	h12l3	12	3	772.6009121202829	1701.2721055444076	-8.738956816286223	70	12.0	12.0	11.319752702045133	1594	17	1577	7972	8342	0.0	10.928600642324
222	switched	h12l4	12	4	773.0999822607395	1700.9776666137918	-9.618902251626938	70	12.0	12.0	11.319752702045133	1596	15	1581	7972	8342	0.0	11.557554855994567
222	switched	h12l5	12	5	773.3096844739574	1701.1886647591068	-9.635830516355878	70	12.0	12.0	11.319752702045133	1590	7	1583	7972	8342	0.0	11.574483120725063
222	switched	h16l2	16	2	771.379369313201	1700.513489366094	-7.946702775780347	70	15.916342260966	15.916342260966	12.381799933743448	23	23	0	7972	8342	0.0	11.418520319805111
222	switched	h16l3	16	3	772.5418556605629	1701.2056260706408	-8.7755296520873	70	15.916342260966	15.916342260966	12.381799933743448	21	21	0	7972	8342	0.0	11.418520319805111
222	switched	h16l4	16	4	773.120396759428	1701.0410643469027	-9.655475087428012	70	15.916342260966	15.916342260966	12.381799933743448	17	17	0	7972	8342	0.0	11.594357691757978
222	switched	h16l5	16	5	773.3718070342801	1700.58863792662	-10.40422768792251	70	15.916342260966	15.916342260966	12.381799933743448	10	10	0	7972	8342	0.0	12.343110292253641
222	moved_mid	slow			773.7335131196934	2839.282972845546	1127.90837753375	70	15.916342260966	15.916342260966	12.381799933743448	0	0	0	16314	0	0.0	13.998640408215124
222	moved_mid	fast			768.197690444296	2816.6689086027077	1116.5469488100782	70	9.914722327972282	9.914722327972282	6.367572908980758	0	0	0	0	16314	0.0	8.215561877274467
222	moved_mid	witness			773.4546143019044	2838.0147463805747	1126.9370881185664	70	15.916342260966	15.916342260966	12.381799933743448	0	0	0	15400	914	0.0	13.998032664175298
222	moved_mid	h5l2	5	2	759.009945277005	2781.194805518164	1103.8737834601545	70	5.0	5.0	4.999273717041489	3640	0	3640	15400	914	0.0	5.0442379139544755
222	moved_mid	h5l3	5	3	759.009945277005	2781.194805518164	1103.8737834601545	70	5.0	5.0	4.999273717041489	3640	0	3640	15400	914	0.0	5.0442379139544755
222	moved_mid	h5l4	5	4	759.009945277005	2781.194805518164	1103.8737834601545	70	5.0	5.0	4.999273717041489	3640	0	3640	15400	914	0.0	5.0442379139544755
222	moved_mid	h5l5	5	5	759.009945277005	2781.194805518164	1103.8737834601545	70	5.0	5.0	4.999273717041489	3640	3640	0	15400	914	0.0	5.0442379139544755
222	moved_mid	h6l2	6	2	766.1856417620628	2809.37138095694	1115.3080133268047	70	6.0	6.0	5.998569791659928	3634	0	3634	15400	914	0.0	6.022055419130993
222	moved_mid	h6l3	6	3	766.1856417620628	2809.37138095694	1115.3080133268047	70	6.0	6.0	5.998569791659928	3634	0	3634	15400	914	0.0	6.022055419130993
