arm	target_s	target_d	target_epoch	context_len	c1_s	c1_d	c1_epoch	c2_s	c2_d	c2_epoch	c3_s	c3_d	c3_epoch	seen	positive	negative	ledger_bits	peak_bits	state	L	ever_earned
oracle	32	32	1	3	32	32	1	97	97	1	32	32	1	309	309	0	0.71924522653851375	0.71924522653851375	0	0	0
oracle	97	97	1	3	32	32	1	97	97	1	32	32	1	309	242	67	-50.093735662061739	6.1951516763305445	0	0	0
oracle	32	32	1	2	32	32	1	97	97	1	0	0	0	119	94	25	-297.33965274396161	1.4448531467992671	0	0	0
oracle	97	97	1	2	32	32	1	97	97	1	0	0	0	119	87	32	0.64011398913475126	0.64109707945722216	0	0	0
oracle	32	32	1	2	97	97	1	32	32	1	0	0	0	29	29	0	0.092357458401342185	0.092357458401342185	0	0	0
oracle	97	97	1	2	97	97	1	32	32	1	0	0	0	29	21	8	2.5731743060335348	2.6529842219421438	0	0	0
oracle	97	97	1	3	32	32	1	32	32	1	32	32	1	54	0	54	-6.4159051295524145	0	0	0	0
oracle	111	111	1	0	0	0	0	0	0	0	0	0	0	760	118	642	-92.115342495062109	0.11869865192653466	0	0	0
oracle	111	111	1	1	32	32	1	0	0	0	0	0	0	611	170	441	38.920123051529139	39.319991952416551	1	0.064649993761238395	1
oracle	32	32	1	1	111	111	1	0	0	0	0	0	0	25	23	2	0.057389322952754132	0.057389322952754132	0	0	0
oracle	97	97	1	1	111	111	1	0	0	0	0	0	0	25	4	21	-0.55829400318323408	0	0	0	0
oracle	111	111	1	1	111	111	1	0	0	0	0	0	0	25	3	22	-1.6040409815802246	0	0	0	0
oracle	32	32	1	2	111	111	1	32	32	1	0	0	0	34	34	0	0.085965231492745001	0.085965231492745001	0	0	0
oracle	97	97	1	2	111	111	1	32	32	1	0	0	0	34	7	27	3.847507286669845	5.882967041218695	0	0	0
oracle	111	111	1	2	111	111	1	32	32	1	0	0	0	34	6	28	-5.3349035882463465	0	0	0	0
oracle	111	111	1	1	97	97	1	0	0	0	0	0	0	15	1	14	5.001363184201054	5.0313157501075993	0	0	0
oracle	111	111	1	3	32	32	1	97	97	1	32	32	1	18	17	1	0.65371488033622083	0.65371488033622083	0	0	0
oracle	111	111	1	2	32	32	1	97	97	1	0	0	0	8	6	2	0.021549940188956278	0.021549940188956278	0	0	0
oracle	111	111	1	2	97	97	1	32	32	1	0	0	0	3	2	1	0.021751632128834953	0.021751632128834953	0	0	0
oracle	32	32	1	2	111	111	1	111	111	1	0	0	0	11	11	0	0.025066046609187098	0.025066046609187098	0	0	0
oracle	97	97	1	2	111	111	1	111	111	1	0	0	0	11	5	6	-0.034899312503926583	0	0	0	0
oracle	111	111	1	2	111	111	1	111	111	1	0	0	0	11	0	11	-0.094251659868542434	0	0	0	0
oracle	103	103	1	1	97	97	1	0	0	0	0	0	0	42	9	33	15.277515515155693	15.277515515155693	0	0	0
oracle	103	103	1	0	0	0	0	0	0	0	0	0	0	1156	95	1061	-47.901075005712691	6.8089792695060787	0	0	0
oracle	103	103	1	1	32	32	1	0	0	0	0	0	0	992	204	788	59.612922750533308	61.860877907535425	1	0.18268233685354479	1
oracle	32	32	1	2	103	103	1	32	32	1	0	0	0	30	30	0	0.075559905332352947	0.075559905332352947	0	0	0
oracle	97	97	1	2	103	103	1	32	32	1	0	0	0	30	4	26	8.2378886519934493	9.1613002766980767	0	0	0
oracle	103	103	1	2	103	103	1	32	32	1	0	0	0	30	2	28	9.1895123609590996	9.1895123609590996	0	0	0
oracle	103	103	1	3	32	32	1	97	97	1	32	32	1	25	13	12	-2.3598778952293613	0.97475697101826186	0	0	0
oracle	32	32	1	1	103	103	1	0	0	0	0	0	0	23	6	17	-2.1674393902695201	2.2831178871495168	0	0	0
oracle	97	97	1	1	103	103	1	0	0	0	0	0	0	23	3	20	-1.5401354615851117	0.0092356933323366475	0	0	0
oracle	103	103	1	1	103	103	1	0	0	0	0	0	0	23	1	22	0.017203490883435237	0.032982606482885035	0	0	0
oracle	103	103	1	2	32	32	1	97	97	1	0	0	0	12	9	3	0.29962293784705413	0.29962293784705413	0	0	0
oracle	32	32	1	3	32	32	1	97	97	1	103	103	1	2	2	0	0.0072143898247957489	0.0072143898247957489	0	0	0
oracle	97	97	1	3	32	32	1	97	97	1	103	103	1	2	2	0	1.8217766617558437	1.8217766617558437	0	0	0
oracle	103	103	1	3	32	32	1	97	97	1	103	103	1	2	1	1	0.041718683894790227	0.041718683894790227	0	0	0
oracle	32	32	1	2	32	32	1	103	103	1	0	0	0	2	2	0	0.15099945845136098	0.15099945845136098	0	0	0
oracle	97	97	1	2	32	32	1	103	103	1	0	0	0	2	0	2	-0.54162466478379634	0	0	0	0
oracle	103	103	1	2	32	32	1	103	103	1	0	0	0	2	1	1	0.00083899206480388729	0.00083899206480388729	0	0	0
oracle	103	103	1	3	32	32	1	32	32	1	32	32	1	4	0	4	-0.094777841380581235	0	0	0	0
oracle	103	103	1	2	97	97	1	32	32	1	0	0	0	1	1	0	0.058329693821148144	0.058329693821148144	0	0	0
oracle	32	32	1	2	97	97	1	103	103	1	0	0	0	1	0	1	-0.011195916777753018	0	0	0	0
oracle	97	97	1	2	97	97	1	103	103	1	0	0	0	1	1	0	0.094624776655961695	0.094624776655961695	0	0	0
oracle	103	103	1	2	97	97	1	103	103	1	0	0	0	1	0	1	-0.010241527376233534	0	0	0	0
oracle	32	32	1	3	97	97	1	103	103	1	32	32	1	1	1	0	0.0024570593020471652	0.0024570593020471652	0	0	0
oracle	97	97	1	3	97	97	1	103	103	1	32	32	1	1	0	1	-0.0026860870000530567	0	0	0	0
oracle	103	103	1	3	97	97	1	103	103	1	32	32	1	1	1	0	9.5369935143559039e-05	9.5369935143559039e-05	0	0	0
oracle	111	111	3	0	0	0	0	0	0	0	0	0	0	2588	362	2226	-262.50301880958949	4.7887397888896936	0	0	0
oracle	111	111	3	1	32	32	1	0	0	0	0	0	0	2148	536	1612	198.97148925184763	205.56602997257878	1	0.35956000024466439	1
oracle	32	32	1	2	111	111	3	32	32	1	0	0	0	102	102	0	0.28759502668169773	0.28759502668169773	0	0	0
oracle	97	97	1	2	111	111	3	32	32	1	0	0	0	102	24	78	-2.8808846114982716	0	0	0	0
oracle	111	111	3	2	111	111	3	32	32	1	0	0	0	102	22	80	-1.3135190799331675	4.2438251444604669	0	0	0
oracle	111	111	3	1	97	97	1	0	0	0	0	0	0	112	4	108	-5.2087911326442402	0	0	0	0
oracle	32	32	1	1	111	111	3	0	0	0	0	0	0	75	68	7	0.19315675392277812	0.19315675392277812	0	0	0
oracle	97	97	1	1	111	111	3	0	0	0	0	0	0	75	10	65	-4.2514276208717936	0	0	0	0
oracle	111	111	3	1	111	111	3	0	0	0	0	0	0	75	16	59	10.687910656974447	10.810050928971942	0	0	0
oracle	111	111	3	2	97	97	1	32	32	1	0	0	0	6	4	2	0.61293376311622283	0.62215881843326337	0	0	0
oracle	111	111	3	3	32	32	1	97	97	1	32	32	1	42	34	8	-6.8547064063311787	0	0	0	0
oracle	108	108	1	0	0	0	0	0	0	0	0	0	0	7103	1147	5956	-829.81358176080005	4.3227030774220108	0	0	0
oracle	108	108	1	1	32	32	1	0	0	0	0	0	0	6060	1395	4665	337.97221764188168	338.09828987875358	1	0.49685810711851208	1
oracle	108	108	1	1	111	111	3	0	0	0	0	0	0	70	15	55	-10.110459272238479	0	0	0	0
oracle	108	108	1	1	97	97	1	0	0	0	0	0	0	256	207	49	-11.468556870540363	8.5334256736705303	0	0	0
oracle	32	32	1	2	108	108	1	108	108	1	0	0	0	53	44	9	-39.119288699402567	0.37017271212080471	0	0	0
oracle	97	97	1	2	108	108	1	108	108	1	0	0	0	53	1	52	-6.7110576129853516	0	0	0	0
oracle	108	108	1	2	108	108	1	108	108	1	0	0	0	53	0	53	-0.24655052819090922	0	0	0	0
oracle	111	111	3	2	108	108	1	108	108	1	0	0	0	22	2	20	1.2572226384821519	1.3971473074457901	0	0	0
oracle	108	108	1	2	111	111	3	32	32	1	0	0	0	83	27	56	5.9627001594578317	5.9627001594578317	0	0	0
oracle	108	108	1	3	32	32	1	97	97	1	32	32	1	134	54	80	6.447868059870971	6.5138084914372341	0	0	0
oracle	32	32	1	1	108	108	1	0	0	0	0	0	0	129	32	97	-21.32128149118364	2.7045919366996007	0	0	0
oracle	97	97	1	1	108	108	1	0	0	0	0	0	0	129	23	106	-25.947791986471884	8.1303510997541153	0	0	0
oracle	108	108	1	1	108	108	1	0	0	0	0	0	0	129	1	128	-5.625370768701055	3.3911615322741717	0	0	0
oracle	111	111	3	1	108	108	1	0	0	0	0	0	0	27	6	21	1.8174100612627653	2.5248321123035309	0	0	0
oracle	32	32	1	3	108	108	1	108	108	1	32	32	1	102	102	0	0.29614104371546879	0.29614104371546879	0	0	0
oracle	97	97	1	3	108	108	1	108	108	1	32	32	1	102	15	87	17.759210374241732	17.759210374241732	0	0	0
oracle	108	108	1	3	108	108	1	108	108	1	32	32	1	102	43	59	2.8746053828230376	2.9242347048438986	0	0	0
oracle	111	111	3	3	108	108	1	108	108	1	32	32	1	24	3	21	-2.8206308414941983	0.27252819175992204	0	0	0
oracle	108	108	1	2	32	32	1	97	97	1	0	0	0	57	54	3	-19.40630121325896	4.3335849576207588	0	0	0
oracle	111	111	3	2	32	32	1	97	97	1	0	0	0	20	14	6	0.033659871543193838	0.036067463352809574	0	0	0
oracle	32	32	1	3	108	108	1	111	111	3	111	111	3	1	1	0	0.00055588098963394751	0.00055588098963394751	0	0	0
oracle	97	97	1	3	108	108	1	111	111	3	111	111	3	1	1	0	6.3962668461467692e-05	6.3962668461467692e-05	0	0	0
oracle	108	108	1	3	108	108	1	111	111	3	111	111	3	1	1	0	0.00019446782344090756	0.00019446782344090756	0	0	0
oracle	111	111	3	3	108	108	1	111	111	3	111	111	3	1	0	1	-0.00054767533085010292	0	0	0	0
oracle	32	32	1	2	32	32	1	111	111	3	0	0	0	4	4	0	0.018710255629872701	0.018710255629872701	0	0	0
oracle	97	97	1	2	32	32	1	111	111	3	0	0	0	4	0	4	-1.030840908099268	0	0	0	0
oracle	108	108	1	2	32	32	1	111	111	3	0	0	0	4	4	0	0.42371223015165904	0.42371223015165904	0	0	0
oracle	111	111	3	2	32	32	1	111	111	3	0	0	0	4	4	0	0.84436805709578688	0.84436805709578688	0	0	0
oracle	32	32	1	2	108	108	1	111	111	3	0	0	0	6	6	0	0.021914469570838636	0.021914469570838636	0	0	0
oracle	97	97	1	2	108	108	1	111	111	3	0	0	0	6	0	6	-0.52520528386432552	0	0	0	0
oracle	108	108	1	2	108	108	1	111	111	3	0	0	0	6	4	2	0.0083477571141700145	0.0083477571141700145	0	0	0
oracle	111	111	3	2	108	108	1	111	111	3	0	0	0	6	0	6	-1.154003002121827	0	0	0	0
oracle	108	108	1	2	97	97	1	32	32	1	0	0	0	14	4	10	-0.46465904227130139	0	0	0	0
oracle	32	32	1	3	97	97	1	32	32	1	97	97	1	2	2	0	0.32417096276958629	0.32417096276958629	0	0	0
oracle	97	97	1	3	97	97	1	32	32	1	97	97	1	2	1	1	0.0063749242825338849	0.0069177660540138703	0	0	0
oracle	108	108	1	3	97	97	1	32	32	1	97	97	1	2	2	0	0.043622176822095182	0.043622176822095182	0	0	0
oracle	111	111	3	3	97	97	1	32	32	1	97	97	1	1	1	0	0.0036685721742460765	0.0036685721742460765	0	0	0
oracle	32	32	1	3	32	32	1	97	97	1	108	108	1	7	7	0	0.86293252289119649	0.86293252289119649	0	0	0
oracle	97	97	1	3	32	32	1	97	97	1	108	108	1	7	4	3	-0.83673593090668208	0.17096568967346329	0	0	0
oracle	108	108	1	3	32	32	1	97	97	1	108	108	1	7	0	7	-0.11050026369593602	0	0	0	0
oracle	111	111	3	3	32	32	1	97	97	1	108	108	1	4	1	3	0.39099296128718874	0.39099296128718874	0	0	0
oracle	32	32	1	2	97	97	1	108	108	1	0	0	0	26	20	6	-51.143207899488999	0.26961523792317449	0	0	0
oracle	97	97	1	2	97	97	1	108	108	1	0	0	0	26	10	16	2.7835191556910481	3.832294482867475	0	0	0
oracle	108	108	1	2	97	97	1	108	108	1	0	0	0	26	0	26	-1.4333325520927096	0	0	0	0
oracle	111	111	3	2	97	97	1	108	108	1	0	0	0	2	2	0	0.34471764224363621	0.34471764224363621	0	0	0
oracle	108	108	1	3	32	32	1	32	32	1	32	32	1	12	0	12	-0.45463852019255224	0	0	0	0
oracle	111	111	3	3	32	32	1	32	32	1	32	32	1	5	0	5	-0.34949409426137568	0	0	0	0
oracle	32	32	1	2	108	108	1	32	32	1	0	0	0	28	28	0	0.044115941942595362	0.044115941942595362	0	0	0
oracle	97	97	1	2	108	108	1	32	32	1	0	0	0	28	5	23	0.39056358921537881	1.6489747065625884	0	0	0
oracle	108	108	1	2	108	108	1	32	32	1	0	0	0	28	0	28	-0.85610827470096951	0	0	0	0
oracle	111	111	3	2	108	108	1	32	32	1	0	0	0	3	0	3	-0.25902009445109203	0	0	0	0
oracle	32	32	1	2	32	32	1	108	108	1	0	0	0	11	11	0	0.71191843683780065	0.71191843683780065	0	0	0
oracle	97	97	1	2	32	32	1	108	108	1	0	0	0	11	2	9	-0.26063510430801246	0.77355334138267584	0	0	0
oracle	108	108	1	2	32	32	1	108	108	1	0	0	0	11	0	11	-0.030213609853684847	0	0	0	0
oracle	111	111	3	2	32	32	1	108	108	1	0	0	0	4	2	2	0.43382538424512768	0.43382538424512768	0	0	0
oracle	32	32	1	3	97	97	1	108	108	1	108	108	1	27	19	8	-90.946095121532395	0.76698076218417022	0	0	0
oracle	97	97	1	3	97	97	1	108	108	1	108	108	1	27	1	26	-0.34307855580862923	0.031236140874735585	0	0	0
oracle	108	108	1	3	97	97	1	108	108	1	108	108	1	27	20	7	0.089217896421509874	0.089804614876589278	0	0	0
oracle	111	111	3	3	97	97	1	108	108	1	108	108	1	10	0	10	-2.1433063753692023	0	0	0	0
oracle	32	32	1	3	111	111	3	111	111	3	32	32	1	1	1	0	0.00276261821767522	0.00276261821767522	0	0	0
oracle	97	97	1	3	111	111	3	111	111	3	32	32	1	1	1	0	0.0039001145502330619	0.0039001145502330619	0	0	0
oracle	108	108	1	3	111	111	3	111	111	3	32	32	1	1	1	0	0.08057260610486866	0.08057260610486866	0	0	0
oracle	111	111	3	3	111	111	3	111	111	3	32	32	1	1	1	0	0.0022118526017115923	0.0022118526017115923	0	0	0
oracle	32	32	1	3	97	97	1	108	108	1	32	32	1	8	8	0	0.014115247356396503	0.014115247356396503	0	0	0
oracle	97	97	1	3	97	97	1	108	108	1	32	32	1	8	1	7	0.17059841241076212	0.28613982078596234	0	0	0
oracle	108	108	1	3	97	97	1	108	108	1	32	32	1	8	0	8	-0.19014217704412151	0	0	0	0
oracle	111	111	3	3	97	97	1	108	108	1	32	32	1	4	1	3	0.19099262645996018	0.22073770338016285	0	0	0
oracle	32	32	1	2	108	108	1	97	97	1	0	0	0	24	24	0	0.088731161676094586	0.088731161676094586	0	0	0
oracle	97	97	1	2	108	108	1	97	97	1	0	0	0	24	18	6	0.12035545181945799	0.12035545181945799	0	0	0
oracle	108	108	1	2	108	108	1	97	97	1	0	0	0	24	24	0	0.088520088486125095	0.088520088486125095	0	0	0
oracle	111	111	3	2	108	108	1	97	97	1	0	0	0	6	5	1	0.014813192556378158	0.014813192556378158	0	0	0
oracle	32	32	1	2	111	111	3	111	111	3	0	0	0	5	5	0	0.020103960769469787	0.020103960769469787	0	0	0
oracle	97	97	1	2	111	111	3	111	111	3	0	0	0	5	4	1	-0.0051889168858888536	0.0018254122451410466	0	0	0
oracle	108	108	1	2	111	111	3	111	111	3	0	0	0	5	4	1	0.24693792079548382	0.24858128224081349	0	0	0
oracle	111	111	3	2	111	111	3	111	111	3	0	0	0	5	0	5	-0.035331570979254767	0	0	0	0
oracle	32	32	1	3	108	108	1	32	32	1	97	97	1	4	4	0	0.639658080230741	0.639658080230741	0	0	0
oracle	97	97	1	3	108	108	1	32	32	1	97	97	1	4	4	0	0.032826687983347688	0.032826687983347688	0	0	0
oracle	108	108	1	3	108	108	1	32	32	1	97	97	1	4	4	0	0.2617919833799352	0.2617919833799352	0	0	0
oracle	111	111	3	3	108	108	1	32	32	1	97	97	1	2	2	0	0.012272126563827824	0.012272126563827824	0	0	0
oracle	32	32	1	3	111	111	3	108	108	1	32	32	1	1	1	0	0.00049710826166300996	0.00049710826166300996	0	0	0
oracle	97	97	1	3	111	111	3	108	108	1	32	32	1	1	0	1	-0.07973340567139936	0	0	0	0
oracle	108	108	1	3	111	111	3	108	108	1	32	32	1	1	0	1	-0.002810786744024454	0	0	0	0
oracle	111	111	3	3	111	111	3	108	108	1	32	32	1	1	0	1	-0.07680156020475834	0	0	0	0
oracle	32	32	1	3	32	32	1	108	108	1	97	97	1	8	8	0	0.025497143456566698	0.025497143456566698	0	0	0
oracle	97	97	1	3	32	32	1	108	108	1	97	97	1	8	8	0	0.041872800611699221	0.041872800611699221	0	0	0
oracle	108	108	1	3	32	32	1	108	108	1	97	97	1	8	8	0	0.027938276849266724	0.027938276849266724	0	0	0
oracle	111	111	3	3	32	32	1	108	108	1	97	97	1	1	1	0	0.0061490872592972522	0.0061490872592972522	0	0	0
oracle	32	32	1	2	111	111	3	108	108	1	0	0	0	3	0	3	-0.010454107509163384	0	0	0	0
oracle	97	97	1	2	111	111	3	108	108	1	0	0	0	3	0	3	-0.31580163974389541	0	0	0	0
oracle	108	108	1	2	111	111	3	108	108	1	0	0	0	3	0	3	-0.58560770173499677	0	0	0	0
oracle	111	111	3	2	111	111	3	108	108	1	0	0	0	3	0	3	-0.33476181407017447	0	0	0	0
oracle	32	32	1	3	97	97	1	32	32	1	108	108	1	1	1	0	0.087151903692714458	0.087151903692714458	0	0	0
oracle	97	97	1	3	97	97	1	32	32	1	108	108	1	1	0	1	-2.5855707110355794	0	0	0	0
oracle	108	108	1	3	97	97	1	32	32	1	108	108	1	1	1	0	0.0039572929737685808	0.0039572929737685808	0	0	0
oracle	97	97	1	2	32	32	1	32	32	1	0	0	0	1	0	1	-0.11296302161426479	0	0	0	0
oracle	108	108	1	2	32	32	1	32	32	1	0	0	0	1	0	1	-0.037219796257065729	0	0	0	0
